objectid,seg_id,hundred_block_score,l_hundred_block,r_hundred_block,street_class,street_class_name
2228,321877,1.33333333,2100 LATONA ST,2100 LATONA ST,5,Local
2229,321874,1.33333333,2100 TITAN ST,2100 TITAN ST,5,Local
2230,321800,2,1200 S 22ND ST,1200 S 22ND ST,3,Minor Arterial
2231,321832,2,1200 S 22ND ST,1200 S 22ND ST,3,Minor Arterial
2232,321451,1.33333333,2100 WHARTON ST,2100 WHARTON ST,4,Collector
2233,321881,1.33333333,2100 EARP ST,2100 EARP ST,5,Local
2234,321835,2,1300 S 22ND ST,1300 S 22ND ST,3,Minor Arterial
2235,321439,2,2100 REED ST,2100 REED ST,4,Collector
2236,321807,2.66666667,2200 OAKFORD ST,2200 OAKFORD ST,4,Collector
2237,321705,2,1200 S 23RD ST,1200 S 23RD ST,3,Minor Arterial
2238,321450,2.66666667,2200 WHARTON ST,2200 WHARTON ST,4,Collector
2239,321879,2.66666667,2200 EARP ST,2200 EARP ST,5,Local
2240,321834,2,1300 S 22ND ST,1300 S 22ND ST,3,Minor Arterial
2241,321833,2,1300 S 22ND ST,1300 S 22ND ST,3,Minor Arterial
2242,321880,2.66666667,2100 SEARS ST,2100 SEARS ST,5,Local
2243,321878,2.66666667,2200 SEARS ST,2200 SEARS ST,5,Local
2244,321830,2,1300 S 23RD ST,1300 S 23RD ST,3,Minor Arterial
2245,321829,2,1300 S 23RD ST,1300 S 23RD ST,3,Minor Arterial
2246,321438,2.66666667,2200 REED ST,2200 REED ST,4,Collector
2247,321831,2,1300 S 23RD ST,1300 S 23RD ST,3,Minor Arterial
2248,321806,2.66666667,2300 OAKFORD ST,2300 OAKFORD ST,4,Collector
2249,321823,2.66666667,1200 S BONSALL ST,1200 S BONSALL ST,5,Local
2250,321825,2.66666667,1200 S BONSALL ST,1200 S BONSALL ST,5,Local
2251,321449,2.88888889,2300 WHARTON ST,2300 WHARTON ST,4,Collector
2252,321448,2.88888889,2300 WHARTON ST,2300 WHARTON ST,4,Collector
2253,321704,2,1200 S 24TH ST,1200 S 24TH ST,4,Collector
2254,321569,2.66666667,2300 OAKFORD ST,2300 OAKFORD ST,4,Collector
2255,321824,2.66666667,1200 S BUCKNELL ST,1200 S BUCKNELL ST,5,Local
2256,321570,2.66666667,2300 OAKFORD ST,2300 OAKFORD ST,4,Collector
2257,321822,2.66666667,1200 S BUCKNELL ST,1200 S BUCKNELL ST,5,Local
2258,321876,2,2200 LATONA ST,2200 LATONA ST,5,Local
2259,321826,2,1200 S 23RD ST,1200 S 23RD ST,3,Minor Arterial
2260,321827,2,1200 S 23RD ST,1200 S 23RD ST,3,Minor Arterial
2261,321828,2,1200 S 23RD ST,1200 S 23RD ST,3,Minor Arterial
2262,322059,1.33333333,1500 S 24TH ST,1500 S 24TH ST,4,Collector
2263,322061,1.33333333,1600 S 24TH ST,1600 S 24TH ST,4,Collector
2264,322413,1.33333333,2300 FERNON ST,2300 FERNON ST,5,Local
2265,322426,3,1500 S RINGGOLD ST,1500 S RINGGOLD ST,5,Local
2266,321531,3.33333333,2400 TASKER ST,2400 TASKER ST,3,Minor Arterial
2267,321426,2,2400 DICKINSON ST,2400 DICKINSON ST,4,Collector
2268,322427,2.66666667,1500 S TAYLOR ST,1500 S TAYLOR ST,5,Local
2269,321530,3.33333333,2400 TASKER ST,2400 TASKER ST,3,Minor Arterial
2270,321749,2.66666667,1400 S 26TH ST,1400 S 26TH ST,4,Collector
2271,321540,2,2600 DICKINSON ST,2600 DICKINSON ST,4,Collector
2272,321425,2,2400 DICKINSON ST,2400 DICKINSON ST,4,Collector
2273,321738,0,1400 S 25TH ST,1400 S 25TH ST,3,Minor Arterial
2274,321739,4,1500 S 25TH ST,1500 S 25TH ST,3,Minor Arterial
2275,321529,3.33333333,2400 TASKER ST,2400 TASKER ST,3,Minor Arterial
2276,321528,2.66666667,2500 TASKER ST,2500 TASKER ST,3,Minor Arterial
2277,321527,2.66666667,2500 TASKER ST,2500 TASKER ST,3,Minor Arterial
2278,321526,2.66666667,2500 TASKER ST,2500 TASKER ST,3,Minor Arterial
2279,321750,2,1500 S 26TH ST,1500 S 26TH ST,4,Collector
2280,322429,3.40740741,1500 S BAMBREY ST,1500 S BAMBREY ST,5,Local
2281,321541,2.66666667,2500 DICKINSON ST,2500 DICKINSON ST,4,Collector
2282,321542,2.66666667,2500 DICKINSON ST,2500 DICKINSON ST,4,Collector
2283,321543,2.66666667,2500 DICKINSON ST,2500 DICKINSON ST,4,Collector
2284,322428,2,1500 S STILLMAN ST,1500 S STILLMAN ST,5,Local
2285,322057,1.33333333,1500 S 24TH ST,1500 S 24TH ST,4,Collector
2286,322416,2.66666667,2300 GREENWICH ST,2300 GREENWICH ST,5,Local
2287,322064,1.33333333,1600 S 23RD ST,1600 S 23RD ST,3,Minor Arterial
2288,322206,2.66666667,1400 S ETTING ST,1400 S ETTING ST,5,Local
2289,322207,2,1400 S MARSTON ST,1400 S MARSTON ST,5,Local
2290,321751,2,1400 S 28TH ST,1400 S 28TH ST,4,Collector
2291,321518,2.66666667,2800 TASKER ST,2800 TASKER ST,3,Minor Arterial
2292,321533,2.66666667,2800 DICKINSON ST,2800 DICKINSON ST,4,Collector
2293,322441,1.33333333,1500 S NEWKIRK ST,1500 S NEWKIRK ST,5,Local
2294,322439,2.66666667,1500 S DOVER ST,1500 S DOVER ST,5,Local
2295,322144,2.66666667,2800 TASKER ST,2800 TASKER ST,3,Minor Arterial
2296,321760,2,1600 S 26TH ST,1600 S 26TH ST,4,Collector
2297,321539,2,2600 DICKINSON ST,2600 DICKINSON ST,4,Collector
2298,321538,2,2600 DICKINSON ST,2600 DICKINSON ST,4,Collector
2299,321743,2.66666667,1400 S 27TH ST,1400 S 27TH ST,4,Collector
2300,321537,2,2700 DICKINSON ST,2700 DICKINSON ST,4,Collector
2301,321536,2,2700 DICKINSON ST,2700 DICKINSON ST,4,Collector
2302,321535,2,2700 DICKINSON ST,2700 DICKINSON ST,4,Collector
2303,321534,2.66666667,2800 DICKINSON ST,2800 DICKINSON ST,4,Collector
2304,321525,2,2600 TASKER ST,2600 TASKER ST,3,Minor Arterial
2305,322434,2,1500 S BAILEY ST,1500 S BAILEY ST,5,Local
2306,321524,2,2600 TASKER ST,2600 TASKER ST,3,Minor Arterial
2307,322433,2.83333333,1500 S TANEY ST,1500 S TANEY ST,5,Local
2308,322438,2.66666667,1500 S ETTING ST,1500 S ETTING ST,5,Local
2309,321521,2.66666667,2700 TASKER ST,2700 TASKER ST,3,Minor Arterial
2310,322435,2,1500 S MARSTON ST,1500 S MARSTON ST,5,Local
2311,321520,2.66666667,2700 TASKER ST,2700 TASKER ST,3,Minor Arterial
2312,321752,2.66666667,1500 S 28TH ST,1500 S 28TH ST,4,Collector
2313,321519,2.66666667,2800 TASKER ST,2800 TASKER ST,3,Minor Arterial
2314,322432,2,1600 S TANEY ST,1600 S TANEY ST,5,Local
2315,321514,2.33333333,2600 MORRIS ST,2600 MORRIS ST,3,Minor Arterial
2316,321515,2.33333333,2600 MORRIS ST,2600 MORRIS ST,3,Minor Arterial
2317,322431,2,1600 S BAILEY ST,1600 S BAILEY ST,5,Local
2318,321513,2.33333333,2600 MORRIS ST,2600 MORRIS ST,3,Minor Arterial
2319,322437,2,1600 S ETTING ST,1600 S ETTING ST,5,Local
2320,321512,2,2700 MORRIS ST,2700 MORRIS ST,3,Minor Arterial
2321,321511,2,2700 MORRIS ST,2700 MORRIS ST,3,Minor Arterial
2322,322436,1.33333333,1600 S MARSTON ST,1600 S MARSTON ST,5,Local
2323,321510,2,2700 MORRIS ST,2700 MORRIS ST,3,Minor Arterial
2324,321753,2,1600 S 28TH ST,1600 S 28TH ST,4,Collector
2325,322440,1.33333333,1600 S DOVER ST,1600 S DOVER ST,5,Local
2326,321507,2,2800 MORRIS ST,2800 MORRIS ST,3,Minor Arterial
2327,322083,2,1600 S 29TH ST,1600 S 29TH ST,4,Collector
2328,321505,2.66666667,2500 MOORE ST,2500 MOORE ST,4,Collector
2329,321761,2,1700 S 26TH ST,1700 S 26TH ST,4,Collector
2330,321502,2,2700 MOORE ST,2700 MOORE ST,4,Collector
2331,321758,2,1700 S 28TH ST,1700 S 28TH ST,4,Collector
2332,321496,1.66666667,2700 MIFFLIN ST,2700 MIFFLIN ST,4,Collector
2333,322448,1.66666667,1800 S ETTING ST,1800 S ETTING ST,5,Local
2334,321495,1.66666667,2700 MIFFLIN ST,2700 MIFFLIN ST,4,Collector
2335,321759,2,1800 S 28TH ST,1800 S 28TH ST,4,Collector
2336,322465,1.66666667,2600 DUDLEY ST,2600 DUDLEY ST,5,Local
2337,321756,1.33333333,1800 S 27TH ST,1800 S 27TH ST,4,Collector
2338,321503,2,2700 MOORE ST,2700 MOORE ST,4,Collector
2339,321504,2,2600 MOORE ST,2600 MOORE ST,4,Collector
2340,322148,2,3000 DICKINSON ST,3000 DICKINSON ST,4,Collector
2341,322153,2,3000 DICKINSON ST,3000 DICKINSON ST,4,Collector
2342,322102,2.66666667,1500 S 31ST ST,1500 S 31ST ST,4,Collector
2343,322101,2,1400 S 31ST ST,1400 S 31ST ST,4,Collector
2344,322191,2.66666667,1400 S NAPA ST,1400 S NAPA ST,5,Local
2345,322193,2.66666667,1500 S NAPA ST,1500 S NAPA ST,5,Local
2346,322147,2.66666667,3100 DICKINSON ST,3100 DICKINSON ST,4,Collector
2347,322192,2,1500 S PATTON ST,1500 S PATTON ST,5,Local
2348,322146,2.66666667,3100 DICKINSON ST,3100 DICKINSON ST,4,Collector
2349,322145,2.66666667,3100 DICKINSON ST,3100 DICKINSON ST,4,Collector
2350,322107,2,1500 S 32ND ST,1500 S 32ND ST,4,Collector
2351,322093,2,1400 S 30TH ST,1400 S 30TH ST,4,Collector
2352,322094,2,1400 S 30TH ST,1400 S 30TH ST,4,Collector
2353,322152,2,2900 DICKINSON ST,2900 DICKINSON ST,4,Collector
2354,321532,2.66666667,2800 DICKINSON ST,2800 DICKINSON ST,4,Collector
2355,322082,1.33333333,1500 S 29TH ST,1500 S 29TH ST,4,Collector
2356,322106,2.66666667,1400 S 32ND ST,1400 S 32ND ST,4,Collector
2357,322156,2.66666667,3100 REED ST,3100 REED ST,4,Collector
2358,322190,2.66666667,1400 S PATTON ST,1400 S PATTON ST,5,Local
2359,322155,2.66666667,3100 REED ST,3100 REED ST,4,Collector
2360,322194,2.66666667,2900 GERRITT ST,2900 GERRITT ST,5,Local
2361,322080,2,1400 S 29TH ST,1400 S 29TH ST,4,Collector
2362,322081,2,1400 S 29TH ST,1400 S 29TH ST,4,Collector
2363,322195,1.33333333,2900 WILDER ST,2900 WILDER ST,5,Local
2364,322043,2.66666667,1400 S 22ND ST,1400 S 22ND ST,3,Minor Arterial
2365,322010,2.66666667,1500 S 19TH ST,1500 S 19TH ST,4,Collector
2366,322011,2,1600 S 19TH ST,1600 S 19TH ST,4,Collector
2367,322012,2,1600 S 19TH ST,1600 S 19TH ST,4,Collector
2368,322019,2,1400 S 20TH ST,1400 S 20TH ST,4,Collector
2369,322020,2,1400 S 20TH ST,1400 S 20TH ST,4,Collector
2370,322021,2,1500 S 20TH ST,1500 S 20TH ST,4,Collector
2371,322258,1.33333333,1900 MOUNTAIN ST,1900 MOUNTAIN ST,5,Local
2372,322289,2,2000 GERRITT ST,2000 GERRITT ST,5,Local
2373,322031,2,1400 S 21ST ST,1400 S 21ST ST,4,Collector
2374,322292,2,2000 WILDER ST,2000 WILDER ST,5,Local
2375,322032,2,1400 S 21ST ST,1400 S 21ST ST,4,Collector
2475,321516,1.33333333,2500 MORRIS ST,2500 MORRIS ST,3,Minor Arterial
2476,322453,2,1900 S 29TH ST,1900 S 29TH ST,4,Collector
2477,321757,2,1700 S 28TH ST,1700 S 28TH ST,4,Collector
2478,322705,2.66666667,2100 S 29TH ST,2100 S 29TH ST,4,Collector
2479,322960,2.66666667,2100 S 29TH ST,2100 S 29TH ST,4,Collector
2480,322468,2.33333333,2100 S 28TH ST,2100 S 28TH ST,4,Collector
2481,322470,2,2800 WINTON ST,2800 WINTON ST,5,Local
2482,322467,2.33333333,2100 S 28TH ST,2100 S 28TH ST,4,Collector
2483,322469,2,2800 CANTRELL ST,2800 CANTRELL ST,5,Local
2484,322506,2,1900 S BONSALL ST,1900 S BONSALL ST,5,Local
2485,322780,2,0 S 24TH ST,2000 S 24TH ST,4,Collector
2486,322703,1.55555556,0 S 24TH ST,1900 S 24TH ST,4,Collector
2487,321767,2.66666667,2000 S 25TH ST,2000 S 25TH ST,3,Minor Arterial
2488,322473,2.66666667,2100 S 25TH ST,2100 S 25TH ST,3,Minor Arterial
2489,322471,2,2500 JACKSON ST,2500 JACKSON ST,4,Collector
2490,322504,1.55555556,1900 S 24TH ST,0 S 24TH ST,4,Collector
2491,321395,2,2300 MC KEAN ST,2300 MC KEAN ST,4,Collector
2492,321392,1.66666667,2400 MC KEAN ST,2400 MC KEAN ST,4,Collector
2493,321778,2,2000 POINT BREEZE AVE,2000 POINT BREEZE AVE,4,Collector
2494,321393,1.66666667,2400 MC KEAN ST,2400 MC KEAN ST,4,Collector
2495,321394,0,0 MC KEAN ST,0 MC KEAN ST,4,Collector
2496,321371,2,2400 SNYDER AVE,2400 SNYDER AVE,2,Major Arterial
2497,321372,0,0 SNYDER AVE,0 SNYDER AVE,2,Major Arterial
2498,322505,2,2000 S 24TH ST,0 S 24TH ST,4,Collector
2499,322509,1.33333333,2000 S BUCKNELL ST,2000 S BUCKNELL ST,5,Local
2500,321373,1.33333333,2300 SNYDER AVE,2300 SNYDER AVE,2,Major Arterial
2501,321375,1.33333333,2300 SNYDER AVE,2300 SNYDER AVE,2,Major Arterial
2502,321374,1.33333333,2300 SNYDER AVE,2300 SNYDER AVE,2,Major Arterial
2503,321376,1.33333333,2200 SNYDER AVE,2200 SNYDER AVE,2,Major Arterial
2504,321377,1.33333333,2200 SNYDER AVE,2200 SNYDER AVE,2,Major Arterial
2505,322498,2,2100 S 23RD ST,2100 S 23RD ST,3,Minor Arterial
2506,322499,2,2100 S 23RD ST,2100 S 23RD ST,3,Minor Arterial
2507,321365,2,2200 JACKSON ST,2200 JACKSON ST,4,Collector
2508,322489,2.66666667,2100 S 24TH ST,0 S 24TH ST,4,Collector
2509,322510,1.33333333,2000 S BONSALL ST,2000 S BONSALL ST,5,Local
2510,321396,2,2300 MC KEAN ST,2300 MC KEAN ST,4,Collector
2511,322514,2,2000 S CROSKEY ST,2000 S CROSKEY ST,5,Local
2512,321766,2.66666667,2000 S 25TH ST,2000 S 25TH ST,3,Minor Arterial
2513,321296,1.33333333,1800 SNYDER AVE,1800 SNYDER AVE,2,Major Arterial
2514,322548,2,2100 S 19TH ST,2100 S 19TH ST,4,Collector
2515,322383,1.33333333,1900 DUDLEY ST,1900 DUDLEY ST,5,Local
2516,322376,1.66666667,1900 S 19TH ST,1900 S 19TH ST,4,Collector
2517,322369,2,1900 S 20TH ST,1900 S 20TH ST,4,Collector
2518,321387,1.33333333,2200 MC KEAN ST,2200 MC KEAN ST,4,Collector
2519,322386,1.33333333,1900 S 22ND ST,1900 S 22ND ST,3,Minor Arterial
2520,321388,2,2100 MC KEAN ST,2100 MC KEAN ST,4,Collector
2521,322397,1.33333333,1900 S BEECHWOOD ST,1900 S BEECHWOOD ST,5,Local
2522,322394,2,1900 S NORWOOD ST,1900 S NORWOOD ST,5,Local
2523,321389,2,2100 MC KEAN ST,2100 MC KEAN ST,4,Collector
2524,321390,2,2100 MC KEAN ST,2100 MC KEAN ST,4,Collector
2525,322389,1.83333333,1900 S 21ST ST,1900 S 21ST ST,4,Collector
2526,321278,2.66666667,2000 MC KEAN ST,2000 MC KEAN ST,4,Collector
2527,322393,2,1900 S LAMBERT ST,1900 S LAMBERT ST,5,Local
2528,321279,2.66666667,2000 MC KEAN ST,2000 MC KEAN ST,4,Collector
2529,322392,2.66666667,1900 S WOODSTOCK ST,1900 S WOODSTOCK ST,5,Local
2530,321280,2.66666667,2000 MC KEAN ST,2000 MC KEAN ST,4,Collector
2531,322370,2,1900 S 20TH ST,1900 S 20TH ST,4,Collector
2532,321281,2.66666667,1900 MC KEAN ST,1900 MC KEAN ST,4,Collector
2533,321282,2.66666667,1900 MC KEAN ST,1900 MC KEAN ST,4,Collector
2534,321283,2.66666667,1900 MC KEAN ST,1900 MC KEAN ST,4,Collector
2535,322378,2,2000 S 19TH ST,2000 S 19TH ST,4,Collector
2536,322377,1.66666667,1900 S 19TH ST,1900 S 19TH ST,4,Collector
2537,321284,2,1800 MC KEAN ST,1800 MC KEAN ST,4,Collector
2538,322586,1.33333333,2000 DORRANCE ST,2000 DORRANCE ST,5,Local
2539,322387,1.33333333,2000 S 22ND ST,2000 S 22ND ST,3,Minor Arterial
2540,321378,1.33333333,2200 SNYDER AVE,2200 SNYDER AVE,2,Major Arterial
2574,322411,1.33333333,2300 MC CLELLAN ST,2300 MC CLELLAN ST,5,Local
2575,322065,1.33333333,1600 S 24TH ST,1600 S 24TH ST,4,Collector
2576,321417,2,2300 MORRIS ST,2300 MORRIS ST,3,Minor Arterial
2577,322424,2.66666667,2400 MORRIS ST,2400 MORRIS ST,3,Minor Arterial
2578,322425,1.33333333,1600 S TAYLOR ST,1600 S TAYLOR ST,5,Local
2579,322423,2.66666667,2400 MORRIS ST,2400 MORRIS ST,3,Minor Arterial
2580,322418,1.33333333,1800 S RINGGOLD ST,1800 S RINGGOLD ST,5,Local
2581,322419,2,1700 S TAYLOR ST,1700 S TAYLOR ST,5,Local
2582,322421,1.33333333,1800 S TAYLOR ST,1800 S TAYLOR ST,5,Local
2583,321409,2,2400 MOORE ST,2400 MOORE ST,4,Collector
2584,322073,2,1800 S 24TH ST,1800 S 24TH ST,4,Collector
2585,321411,2,2300 MOORE ST,2300 MOORE ST,4,Collector
2586,322071,1.66666667,1700 S 24TH ST,1700 S 24TH ST,4,Collector
2587,321410,2,2400 MOORE ST,2400 MOORE ST,4,Collector
2588,322067,1.66666667,1700 S 24TH ST,1700 S 24TH ST,4,Collector
2589,322069,1.66666667,1700 S 24TH ST,1700 S 24TH ST,4,Collector
2590,322404,2,2300 WATKINS ST,2300 WATKINS ST,5,Local
2591,322405,2.66666667,2300 PIERCE ST,2300 PIERCE ST,5,Local
2592,322407,2,1700 POINT BREEZE AVE,1700 POINT BREEZE AVE,4,Collector
2593,322072,2,1700 S 23RD ST,1700 S 23RD ST,3,Minor Arterial
2594,322406,1.66666667,2200 PIERCE ST,2200 PIERCE ST,5,Local
2595,322070,2,1700 S 23RD ST,1700 S 23RD ST,3,Minor Arterial
2596,322274,2,1700 POINT BREEZE AVE,1700 POINT BREEZE AVE,4,Collector
2597,322420,1.33333333,1700 S RINGGOLD ST,1700 S RINGGOLD ST,5,Local
2598,321755,2,1700 S 27TH ST,1700 S 27TH ST,4,Collector
2599,322447,2,2700 PIERCE ST,2700 PIERCE ST,5,Local
2600,321754,2,1700 S 27TH ST,1700 S 27TH ST,4,Collector
2601,321497,2,2600 MIFFLIN ST,2600 MIFFLIN ST,4,Collector
2602,321258,2.66666667,1800 MORRIS ST,1800 MORRIS ST,3,Minor Arterial
2603,321259,2.66666667,1800 MORRIS ST,1800 MORRIS ST,3,Minor Arterial
2604,322250,1.77777778,1700 S 18TH ST,1700 S 18TH ST,4,Collector
2605,321268,1.66666667,1700 MOORE ST,1700 MOORE ST,4,Collector
2606,322251,2,1800 S 18TH ST,1800 S 18TH ST,4,Collector
2607,322365,1.33333333,1700 MC CLELLAN ST,1700 MC CLELLAN ST,5,Local
2608,322362,2,1700 SIGEL ST,1700 SIGEL ST,5,Local
2609,322252,2,1800 S 18TH ST,1800 S 18TH ST,4,Collector
2610,322013,2,1600 S 19TH ST,1600 S 19TH ST,4,Collector
2611,321257,2.66666667,1800 MORRIS ST,1800 MORRIS ST,3,Minor Arterial
2612,322014,2,1700 S 19TH ST,1700 S 19TH ST,4,Collector
2613,322015,2,1700 S 19TH ST,1700 S 19TH ST,4,Collector
2614,322016,2,1700 S 19TH ST,1700 S 19TH ST,4,Collector
2615,322017,2,1800 S 19TH ST,1800 S 19TH ST,4,Collector
2616,322364,1.33333333,1800 MC CLELLAN ST,1800 MC CLELLAN ST,5,Local
2617,322373,2,1800 S 19TH ST,1800 S 19TH ST,4,Collector
2618,322361,2.66666667,1800 SIGEL ST,1800 SIGEL ST,5,Local
2619,322350,2,1800 S 18TH ST,1800 S 18TH ST,4,Collector
2620,321275,2,1700 MIFFLIN ST,1700 MIFFLIN ST,4,Collector
2621,322910,1.33333333,1900 S BOUVIER ST,1900 S BOUVIER ST,5,Local
2622,322381,2,1900 HOFFMAN ST,1900 HOFFMAN ST,5,Local
2623,322380,2,1900 SIGEL ST,1900 SIGEL ST,5,Local
2624,322267,2,1900 PIERCE ST,1900 PIERCE ST,5,Local
2932,321319,1.33333333,1900 WOLF ST,1900 WOLF ST,4,Collector
2625,321256,2.66666667,1900 MORRIS ST,1900 MORRIS ST,3,Minor Arterial
2626,321255,2,2000 MORRIS ST,2000 MORRIS ST,3,Minor Arterial
2627,322024,2.66666667,1600 S 20TH ST,1600 S 20TH ST,4,Collector
2628,322025,2,1700 S 20TH ST,1700 S 20TH ST,4,Collector
2629,322264,2,1900 WATKINS ST,1900 WATKINS ST,5,Local
2630,322026,2,1700 S 20TH ST,1700 S 20TH ST,4,Collector
2631,322027,2,1700 S 20TH ST,1700 S 20TH ST,4,Collector
2632,321264,1.33333333,1900 MOORE ST,1900 MOORE ST,4,Collector
2633,322028,2,1800 S 20TH ST,1800 S 20TH ST,4,Collector
2634,322363,1.33333333,1900 MC CLELLAN ST,1900 MC CLELLAN ST,5,Local
2635,322366,2,1800 S 20TH ST,1800 S 20TH ST,4,Collector
2636,322263,2,2000 WATKINS ST,2000 WATKINS ST,5,Local
2637,322038,2,1700 S 21ST ST,1700 S 21ST ST,4,Collector
2638,321263,2.66666667,2000 MOORE ST,2000 MOORE ST,4,Collector
2639,322040,2,1700 S 21ST ST,1700 S 21ST ST,4,Collector
2640,322266,2,2000 PIERCE ST,2000 PIERCE ST,5,Local
2641,322039,2,1700 S 21ST ST,1700 S 21ST ST,4,Collector
2642,322402,2,2000 MC CLELLAN ST,2000 MC CLELLAN ST,5,Local
2643,322041,2,1800 S 21ST ST,1800 S 21ST ST,4,Collector
2644,322042,2,1800 S 21ST ST,1800 S 21ST ST,4,Collector
2645,322379,2,2000 SIGEL ST,2000 SIGEL ST,5,Local
2646,322388,2,1800 S 21ST ST,1800 S 21ST ST,4,Collector
2647,321270,2.66666667,2000 MIFFLIN ST,2000 MIFFLIN ST,4,Collector
2648,321271,2.66666667,2000 MIFFLIN ST,2000 MIFFLIN ST,4,Collector
2649,321272,2.66666667,2000 MIFFLIN ST,2000 MIFFLIN ST,4,Collector
2650,321113,1.33333333,1500 SNYDER AVE,1500 SNYDER AVE,2,Major Arterial
2651,321913,2.66666667,2100 S 16TH ST,2100 S 16TH ST,4,Collector
2652,321112,1.33333333,1500 SNYDER AVE,1500 SNYDER AVE,2,Major Arterial
2653,322324,1.33333333,1500 W PASSYUNK AVE,1500 W PASSYUNK AVE,3,Minor Arterial
2654,322339,1.55555556,2000 S 16TH ST,2000 S 16TH ST,4,Collector
2655,321111,1.33333333,1600 SNYDER AVE,1600 SNYDER AVE,2,Major Arterial
2656,322579,2,2100 S 17TH ST,2100 S 17TH ST,4,Collector
2657,322325,0,1600 W PASSYUNK AVE,1600 W PASSYUNK AVE,3,Minor Arterial
2658,322326,1.66666667,1700 W PASSYUNK AVE,1700 W PASSYUNK AVE,3,Minor Arterial
2659,321304,2,1800 JACKSON ST,1800 JACKSON ST,4,Collector
2660,322315,2,2200 S BOUVIER ST,2200 S BOUVIER ST,5,Local
2661,321305,2,1700 JACKSON ST,1700 JACKSON ST,4,Collector
2662,322581,2,2100 S COLORADO ST,2100 S COLORADO ST,5,Local
2663,321306,2,1700 JACKSON ST,1700 JACKSON ST,4,Collector
2664,321307,2,1700 JACKSON ST,1700 JACKSON ST,4,Collector
2665,322580,2,2100 S 17TH ST,2100 S 17TH ST,4,Collector
2666,322592,1.33333333,2100 S CHADWICK ST,2100 S CHADWICK ST,5,Local
2667,322593,1.33333333,1600 CANTRELL ST,1600 CANTRELL ST,5,Local
2668,322594,1.33333333,1600 CANTRELL ST,1600 CANTRELL ST,5,Local
2669,322570,1.33333333,2100 S 18TH ST,2100 S 18TH ST,4,Collector
2670,322329,0,1800 W PASSYUNK AVE,1800 W PASSYUNK AVE,3,Minor Arterial
2671,322569,1.33333333,2100 S 18TH ST,2100 S 18TH ST,4,Collector
2672,322328,1.66666667,1700 W PASSYUNK AVE,1700 W PASSYUNK AVE,3,Minor Arterial
2673,321300,1.66666667,1700 SNYDER AVE,1700 SNYDER AVE,2,Major Arterial
2674,322582,1.33333333,2000 S BOUVIER ST,2000 S BOUVIER ST,5,Local
2541,321379,2,2100 SNYDER AVE,2100 SNYDER AVE,2,Major Arterial
2542,322396,2,2000 S BEECHWOOD ST,2000 S BEECHWOOD ST,5,Local
2543,321380,2,2100 SNYDER AVE,2100 SNYDER AVE,2,Major Arterial
2544,322395,2,2000 S NORWOOD ST,2000 S NORWOOD ST,5,Local
2545,321381,2,2100 SNYDER AVE,2100 SNYDER AVE,2,Major Arterial
2546,321413,2,2200 MOORE ST,2200 MOORE ST,4,Collector
2547,322398,2.33333333,2100 SIGEL ST,2100 SIGEL ST,5,Local
2548,322056,1.66666667,1800 S 22ND ST,1800 S 22ND ST,3,Minor Arterial
2549,322401,2,2100 MC CLELLAN ST,2100 MC CLELLAN ST,5,Local
2550,322055,1.66666667,1800 S 22ND ST,1800 S 22ND ST,3,Minor Arterial
2551,322385,1.66666667,1800 S 22ND ST,1800 S 22ND ST,3,Minor Arterial
2552,321406,2,2100 MIFFLIN ST,2100 MIFFLIN ST,4,Collector
2553,321405,2,2100 MIFFLIN ST,2100 MIFFLIN ST,4,Collector
2554,321402,1.66666667,2200 MIFFLIN ST,2200 MIFFLIN ST,4,Collector
2555,321401,2,2300 MIFFLIN ST,2300 MIFFLIN ST,4,Collector
2556,321400,2,2300 MIFFLIN ST,2300 MIFFLIN ST,4,Collector
2557,322746,2,2300 MIFFLIN ST,2300 MIFFLIN ST,4,Collector
2558,322503,1.55555556,1900 S 24TH ST,1900 S 24TH ST,4,Collector
2559,322076,2,1800 S 24TH ST,1800 S 24TH ST,4,Collector
2560,321399,2.66666667,2400 MIFFLIN ST,2400 MIFFLIN ST,4,Collector
2561,321398,2.66666667,2400 MIFFLIN ST,2400 MIFFLIN ST,4,Collector
2562,321397,2.66666667,2400 MIFFLIN ST,2400 MIFFLIN ST,4,Collector
2563,322068,2,1700 S 23RD ST,1700 S 23RD ST,3,Minor Arterial
2564,322273,2,1700 POINT BREEZE AVE,1700 POINT BREEZE AVE,4,Collector
2565,322403,2,2200 WATKINS ST,2200 WATKINS ST,5,Local
2566,321412,2,2300 MOORE ST,2300 MOORE ST,4,Collector
2567,322400,1.33333333,2200 MC CLELLAN ST,2200 MC CLELLAN ST,5,Local
2568,322074,2,1800 S 23RD ST,1800 S 23RD ST,3,Minor Arterial
2569,322075,2,1800 S 23RD ST,1800 S 23RD ST,3,Minor Arterial
2570,322399,2,2200 SIGEL ST,2200 SIGEL ST,5,Local
2571,322077,2,1800 S 23RD ST,1800 S 23RD ST,3,Minor Arterial
2572,322408,1.33333333,1800 POINT BREEZE AVE,1800 POINT BREEZE AVE,4,Collector
2573,322409,1.33333333,1800 POINT BREEZE AVE,1800 POINT BREEZE AVE,4,Collector
2442,321421,2,2300 TASKER ST,2300 TASKER ST,3,Minor Arterial
2443,322367,2,1800 S 20TH ST,1800 S 20TH ST,4,Collector
2444,322368,2,1900 S 20TH ST,1900 S 20TH ST,4,Collector
